,CONS_CONF,MACRO_VOL,OIL,YIELDS,ELECTRICITY,FORD_VOL,BTC_VOL,MUSK_POP,CURRENCY_VOL,TSLA_VOL
2021-05-10 00:00:00,0.8075611493872834,50.915235969305584,179.91924433353165,70.6773217760994,150.00816655636783,100.23782781370882,99.83228454533821,50.941681478771834,65.03192430430823,62.6887767582147
2021-05-10 00:00:05,0.0,51.830471938611176,179.9083442194463,70.84361275862706,150.08894094661656,100.05943118419329,100.22487303750039,51.29980573907876,65.41512337895118,63.27657345090043
2021-05-10 00:00:10,0.8075611493872834,50.915235969305584,179.49500444023073,70.88042680829432,149.9280803634707,101.37747878614296,100.34247475641858,51.793236416325705,64.73302423221992,63.6261580447368
2021-05-10 00:00:15,0.0,50.0,179.81230120873755,70.1728697670351,150.0400931154628,101.23998272623531,99.85794290747664,51.41926420278411,64.25167190952452,63.68485683954355
2021-05-10 00:00:20,0.8075611493872834,50.915235969305584,179.4654045833509,70.06815277998322,149.9725294627056,101.29974318436257,98.52993613474477,51.68997532680095,63.46217312242156,63.33918801369848
2021-05-10 00:00:25,1.6151222987745668,51.830471938611176,179.30281981154135,69.93445519787211,149.71686589744266,102.16647028307604,99.01557211022171,52.175070673518384,64.29089075175519,63.594961957964586
2021-05-10 00:00:30,2.42268344816185,52.74570790791677,179.39993439386726,69.90330922359819,149.61248719771694,101.66758012601431,99.61820718978052,51.69029316840082,64.89172915039035,64.0149848169777
2021-05-10 00:00:35,3.2302445975491336,53.66094387722235,179.15954509243028,69.66774078368627,149.70894573223504,101.34426185892109,98.8094714668086,51.702479513346326,65.66650221550435,63.985450654486655
2021-05-10 00:00:40,4.037805746936417,54.576179846527936,178.95557202853985,69.65130770683672,149.7625136327006,101.44667199962083,99.68537576534847,51.49134026661856,65.94810084657405,64.1428405602701
2021-05-10 00:00:45,4.8453668963237,53.66094387722235,178.78050096081907,69.47258797757195,149.57758981192242,101.26666924737881,99.45492714364693,51.16883375478615,66.29568951137968,64.2497097303795
2021-05-10 00:00:50,5.652928045710984,52.74570790791677,178.8866882597234,68.98290702567883,149.6772643392662,100.61846517156667,100.8738454335814,51.484624696741555,65.87464480668854,63.92272545990651
2021-05-10 00:00:55,4.8453668963237,53.66094387722235,179.32874932152748,69.3122270692762,149.66308462187325,100.50754398068491,101.20121230985757,51.92297550308516,66.55780513621264,63.9584424795245
2021-05-10 00:01:00,4.037805746936416,52.74570790791677,179.3367704215547,69.64188034668825,149.73160048620966,100.3135667016653,101.018375557717,51.5746027155891,66.15649817691843,64.33836077487862
2021-05-10 00:01:05,4.8453668963237,53.66094387722235,179.12102828235055,70.28581596422204,149.78517699488404,100.64000894775961,101.69377548152521,51.98866499014256,65.92041128419126,63.987387530970196
2021-05-10 00:01:10,4.037805746936416,54.576179846527936,179.22502569309168,70.30475127605548,149.59872075356057,99.7420238934557,101.75463557319722,52.4078334733607,65.78626909427682,64.3595968744642
2021-05-10 00:01:15,3.2302445975491327,53.66094387722235,179.1100155781278,70.15174656848562,149.65527011407568,99.36674586187726,101.8254118908419,51.533745088701366,65.50649438135113,64.72979954180178
2021-05-10 00:01:20,2.4226834481618496,52.74570790791677,179.10632617769096,69.94607773687447,149.5575076101964,99.98461258472246,101.8671537264338,52.166581467789115,65.81033369122329,64.15622853145756
2021-05-10 00:01:25,1.615122298774566,53.66094387722235,179.3330714060983,69.36613595145234,149.8068342233576,100.98941295124185,101.78211287001582,51.715232174044246,65.72861459235781,64.28354006729575
2021-05-10 00:01:30,0.8075611493872826,52.74570790791677,179.18871822655052,69.73397224284813,149.9235577406264,100.17111661338424,102.13024240814138,51.30430152580193,65.70538350404983,64.26029083020966
2021-05-10 00:01:35,1.615122298774566,51.830471938611176,179.19045957712996,69.32182160630569,149.9310055865805,100.5194842382583,102.57694928814824,50.41175019310315,65.63162179632141,63.89741050978727
2021-05-10 00:01:40,0.8075611493872826,50.915235969305584,179.02111487220964,68.88095737214637,149.7723973917522,99.99020616612927,102.77307879944414,50.36856581687771,66.10925888301718,63.334930131111875
2021-05-10 00:01:45,1.615122298774566,51.830471938611176,178.99096305726226,68.80473693438022,149.78117586216743,99.53000608512657,103.78090104091476,50.89456849819783,65.89358776455207,63.15970031552228
2021-05-10 00:01:50,2.4226834481618496,50.915235969305584,179.04041824889129,69.35745444541476,149.80696507284839,99.06390983014678,103.02575873048325,51.27515578275643,65.83180149766208,63.61423182831618
2021-05-10 00:01:55,1.615122298774566,50.0,178.8499014285785,69.44590125534391,149.61208330925484,98.83882789447192,102.76891944766385,52.30692655323144,65.98226607132455,63.576877351065924
2021-05-10 00:02:00,0.8075611493872826,50.915235969305584,178.78466424568708,69.06418269489865,149.97068357658867,99.37048086627895,103.22619930005274,52.779157304802254,65.40014173260279,63.871587261971655
2021-05-10 00:02:05,1.615122298774566,50.0,178.7392031680934,68.79958311232197,150.03436814736213,99.75234736590608,102.5744716679424,51.902864421809504,65.23010962448522,64.29069157666677
2021-05-10 00:02:10,2.4226834481618496,50.91523596930559,178.61652404412715,69.03156352984229,150.30801649400715,99.78411529517581,103.44208540028737,52.278514812604506,65.41842775712547,63.69476053503832
2021-05-10 00:02:15,3.2302445975491327,51.830471938611176,178.38826246359753,68.97193481819176,150.1280225081429,99.58913114636835,103.83975716237899,52.15261076753661,65.83042958321477,64.06620630349558
2021-05-10 00:02:20,4.037805746936416,50.91523596930559,178.11548490622408,68.68703513472852,150.39267422122813,99.59089451487463,103.73861537210428,52.91615552838809,65.88775728480752,64.19649820756663
2021-05-10 00:02:25,3.2302445975491327,51.830471938611176,178.0860491817058,68.60202398710766,150.1724476034794,99.53411381482921,104.03739622788464,52.3207001309195,65.64951962357449,64.3819146686799
2021-05-10 00:02:30,4.037805746936416,52.74570790791677,178.0344639510063,68.87775236711016,150.06718265618056,99.95999255454126,103.70934650257627,52.608090098967004,66.16135027836187,64.2913640779289
2021-05-10 00:02:35,3.2302445975491327,53.66094387722235,178.46272741654897,69.61444556898726,150.15486001983638,99.62068396956451,102.88525387620749,53.377619011626315,66.08250688060537,64.58017078494089
